
joke |0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Asiananissa |0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|
right |0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|1|0|0|
bought |0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Cambridge |0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|0|0|0|0|0|
LxTSLGiJNl |0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|
BluJessica |0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|
marie |0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|
ARE |0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|
kierahodgetts |0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
dawg |0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|6|0|0|
OFF |0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|
meet |0|0|0|0|0|0|1|0|0|0|1|0|0|0|2|0|1|0|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|4|0|0|1|0|1|0|0|
AiutDVRF |0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|
maria |0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|2|0|0|5|0|0|
few |0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|1|
hits |0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
sHe |0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|
YOU |0|0|1|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|2|3|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|3|0|0|2|1|5|0|0|0|0|0|
D |0|0|0|0|1|0|0|0|0|0|0|0|0|1|1|0|9|0|3|9|1|0|1|0|0|4|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|9|0|2|14|1|50|0|1|17|6|1|
F |0|0|4|0|8|1|2|0|2|0|1|0|0|1|1|0|10|0|5|9|0|0|1|0|0|2|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|0|1|0|1|11|0|19|0|1|23|1|0|
SammiMcshane |0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|
G |0|0|1|0|2|0|1|0|0|0|0|0|0|0|2|0|8|0|5|8|0|0|2|0|0|2|0|0|0|0|0|0|0|4|0|0|0|0|0|0|0|0|0|1|2|0|1|7|1|17|0|0|19|2|0|
A |0|0|4|0|7|0|0|0|0|0|0|0|2|3|3|0|21|0|6|19|2|0|2|1|0|7|0|4|0|0|0|0|0|8|1|0|0|0|0|0|0|0|0|3|29|0|4|48|3|55|1|0|57|6|1|
B |0|0|4|0|8|1|2|0|2|0|1|0|0|1|3|0|55|0|7|10|1|0|2|0|0|7|0|5|0|0|0|0|0|5|0|0|0|0|0|0|0|0|0|2|13|0|3|31|2|87|3|1|21|8|2|
C |0|0|1|0|1|0|0|0|0|0|0|0|1|0|1|0|15|0|7|11|0|0|4|0|0|5|0|3|0|0|0|0|0|4|0|0|0|0|0|0|0|0|0|2|6|0|0|31|0|57|1|0|23|3|1|
naomithinksit |0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
L |0|0|1|0|3|0|0|0|0|0|0|0|0|0|1|0|10|0|5|11|0|0|0|0|0|7|0|0|0|0|0|0|0|3|0|0|0|0|0|0|0|0|0|1|7|0|1|12|1|52|0|1|25|3|0|
vdQWyUB |0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
made |0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|
M |0|0|0|0|2|1|2|0|0|0|0|0|0|1|2|0|24|0|19|11|0|0|3|0|0|3|0|8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|8|0|2|84|4|20|0|0|23|3|0|
EAkTBEoQV |0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|
biggest |0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|
N |0|0|1|0|2|0|0|0|0|0|0|0|0|2|2|0|13|0|5|10|1|0|5|0|0|3|0|1|0|0|0|0|0|10|1|0|0|0|0|0|0|0|0|0|5|0|1|11|1|21|0|3|65|2|0|
O |0|0|1|0|0|0|0|0|0|0|0|0|0|0|2|0|9|0|8|7|0|0|0|0|0|3|0|0|0|0|0|0|0|2|1|0|0|0|0|0|0|0|0|1|6|0|1|20|1|25|2|1|17|1|0|
H |0|0|1|0|3|0|0|0|0|0|0|0|0|0|1|0|11|0|5|11|0|0|1|1|0|6|0|5|0|0|0|0|0|11|0|0|0|0|0|0|0|0|0|2|20|0|4|26|3|53|2|2|52|6|2|
I |0|0|3|0|1|0|0|0|0|0|0|0|2|1|2|0|21|0|9|13|1|0|1|1|0|1|0|5|0|1|0|0|0|9|1|0|0|0|0|0|0|0|0|1|16|0|3|51|3|29|1|2|53|7|0|
J |0|0|1|0|2|0|0|0|0|0|0|0|0|2|1|0|11|0|6|7|0|0|2|0|0|3|0|1|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|1|4|0|0|12|2|20|0|2|15|1|1|
K |0|0|2|0|2|0|0|0|0|0|0|0|0|1|0|0|8|0|4|7|0|0|1|0|0|3|0|1|0|1|0|0|0|3|0|0|0|0|0|0|0|0|0|0|2|0|1|11|0|14|1|0|21|1|0|
Adelaide |0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|2|1|0|0|0|0|0|0|0|
Meeee |0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
U |0|0|1|0|0|0|0|0|1|0|0|0|0|1|1|0|10|0|6|7|0|0|1|0|0|1|0|0|0|0|0|0|0|3|0|0|0|0|0|0|0|0|0|1|3|0|1|7|1|25|0|1|16|0|0|
T |0|0|1|0|2|0|0|0|0|0|0|0|0|1|2|0|39|0|8|11|1|0|2|1|0|1|0|3|0|0|0|0|0|3|0|0|0|0|0|0|0|0|0|0|9|0|2|28|1|41|1|1|33|5|1|
W |0|0|2|0|2|0|0|0|0|0|0|0|2|1|1|0|27|0|1|9|0|0|3|0|0|5|0|4|0|0|0|0|0|7|0|0|0|0|0|0|0|0|0|0|3|0|2|24|0|55|1|0|44|2|3|
V |0|0|1|0|3|0|0|0|0|0|0|0|0|0|1|0|4|0|3|5|0|0|1|0|0|3|0|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|22|0|20|0|1|11|0|0|
Q |0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|3|0|2|5|0|0|1|0|0|4|0|0|0|0|0|0|0|4|0|0|0|0|0|0|0|0|0|1|0|0|0|7|0|35|0|0|12|0|0|
P |0|0|4|0|8|1|2|0|2|0|1|0|0|1|1|0|22|0|3|7|1|0|1|0|0|2|0|1|0|0|0|0|0|6|0|0|0|0|0|0|0|0|0|0|9|0|3|16|2|22|0|0|16|7|3|
uDpy |0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|
Y |0|0|1|0|2|0|0|0|0|0|0|0|0|1|1|0|6|0|5|10|1|0|2|0|0|2|0|1|0|0|0|0|0|3|1|0|0|0|0|0|0|0|0|1|9|0|2|16|1|25|0|0|22|5|0|
X |0|0|0|0|0|1|0|0|0|0|0|0|1|0|0|0|8|0|2|2|0|0|0|0|0|0|0|1|0|0|0|0|0|3|0|0|0|0|0|0|0|0|0|0|2|0|0|6|1|5|0|0|20|0|1|
ChloeJaynee |0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|
TarrynJayne |0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|2|0|0|0|0|1|0|0|
NeverForTheFall |0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
Z |0|0|0|0|3|0|0|0|0|0|1|0|0|1|1|0|7|0|3|7|1|0|5|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0|0|9|0|13|1|3|20|0|0|
enjoyed |0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|
f |0|0|1|0|5|0|1|0|1|0|0|0|1|2|1|0|42|0|12|19|0|0|5|3|0|3|0|4|0|1|0|0|0|8|1|0|0|0|0|0|0|0|0|3|19|0|1|42|1|47|3|3|44|5|2|
g |0|0|1|0|8|1|1|0|2|0|1|0|2|2|2|0|51|0|16|31|1|0|4|3|0|6|0|5|0|1|0|0|0|12|1|0|0|0|0|0|0|0|0|2|21|0|3|67|4|55|2|2|58|6|3|
d |0|0|2|0|2|1|2|0|2|0|1|0|2|2|3|0|45|0|18|40|2|0|5|3|0|8|0|8|0|1|0|0|0|18|1|0|0|0|0|0|0|0|0|5|28|0|3|64|4|50|2|5|103|11|4|
Baby |0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
e |0|0|4|0|8|1|2|0|2|0|1|0|2|4|3|0|63|0|23|43|2|0|7|3|0|8|0|8|0|1|0|0|0|19|1|0|0|0|0|0|0|0|0|5|36|0|4|100|5|103|4|5|109|11|4|
b |0|0|1|0|8|1|2|0|1|0|1|0|2|1|1|0|62|0|21|20|0|0|1|2|0|7|0|8|0|0|0|0|0|6|0|0|0|0|0|0|0|0|0|3|26|0|1|99|4|96|4|3|49|6|3|
melbourne |0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|20|1|0|0|0|0|0|0|
c |0|0|1|0|8|1|1|0|2|0|0|0|2|2|2|0|52|0|19|34|1|0|5|3|0|8|0|8|0|1|0|0|0|19|1|0|0|0|0|0|0|0|0|5|20|0|2|75|4|94|2|3|99|10|2|
a |0|0|4|0|8|1|2|0|2|0|1|0|2|4|3|0|62|0|23|43|2|0|7|3|0|8|0|8|0|1|0|0|0|19|1|0|0|0|0|0|0|0|0|5|36|0|4|100|5|103|4|5|110|11|4|
n |0|0|4|0|8|1|2|0|2|0|1|0|2|4|2|0|60|0|23|41|2|0|7|3|0|8|0|8|0|1|0|0|0|19|1|0|0|0|0|0|0|0|0|5|32|0|3|100|5|100|4|5|107|11|4|
o |0|0|4|0|8|1|2|0|2|0|1|0|2|4|3|0|65|0|24|43|2|0|7|3|0|7|0|8|0|1|0|0|0|19|1|0|0|0|0|0|0|0|0|5|32|0|4|101|4|98|4|4|111|11|4|
l |0|0|4|0|7|1|2|0|1|0|1|0|2|3|3|0|55|0|23|37|2|0|6|3|0|6|0|8|0|0|0|0|0|18|1|0|0|0|0|0|0|0|0|5|36|0|4|100|5|101|4|5|105|11|4|
enjoy |0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|1|0|0|0|0|0|
m |0|0|4|0|8|1|2|0|2|0|1|0|2|4|3|0|61|0|23|43|2|0|7|3|0|8|0|8|0|1|0|0|0|18|1|0|0|0|0|0|0|0|0|5|36|0|4|100|5|102|4|4|103|11|4|
j |0|0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|12|0|6|7|0|0|1|0|0|3|0|2|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|1|3|0|0|23|2|17|0|1|24|0|0|
k |0|0|1|0|1|1|1|0|1|0|1|0|2|1|1|0|21|0|18|20|0|0|3|3|0|1|0|4|0|0|0|0|0|7|0|0|0|0|0|0|0|0|0|5|9|0|1|42|3|36|2|2|53|2|1|
h |0|0|3|0|8|1|2|0|2|0|1|0|2|3|3|0|58|0|24|39|2|0|6|3|0|8|0|8|0|1|0|0|0|19|1|0|0|0|0|0|0|0|0|5|36|0|4|101|5|102|4|4|111|11|4|
i |0|0|4|0|8|1|2|0|2|0|1|0|2|4|3|0|61|0|22|41|2|0|7|3|0|8|0|8|0|1|0|0|0|19|1|0|0|0|0|0|0|0|0|5|36|0|4|100|5|104|4|5|107|11|4|
indescribable |0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|
w |0|0|4|0|6|1|2|0|2|0|1|0|1|3|3|0|32|0|19|34|0|0|6|2|0|2|0|7|0|1|0|0|0|11|1|0|0|0|0|0|0|0|0|5|36|0|4|100|5|101|4|5|102|11|4|
v |0|0|2|0|1|0|1|0|1|0|0|0|1|1|1|0|21|0|8|18|0|0|2|0|0|2|0|3|0|0|0|0|0|9|0|0|0|0|0|0|0|0|0|3|13|0|3|41|1|31|0|2|34|2|0|
y'all |0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
new |0|0|0|0|0|0|0|0|0|0|1|0|0|1|0|0|1|0|0|1|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|2|0|0|0|0|0|0|1|1|0|0|
u |0|0|4|0|7|1|2|0|2|0|1|0|2|3|2|0|55|0|22|38|2|0|6|3|0|6|0|8|0|1|0|0|0|17|1|0|0|0|0|0|0|0|0|5|34|0|3|100|4|84|3|4|84|10|4|
including |0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
t |0|0|4|0|8|1|2|0|2|0|1|0|2|4|2|0|61|0|23|41|2|0|7|3|0|8|0|8|0|1|0|0|0|19|1|0|0|0|0|0|0|0|0|5|33|0|3|98|4|101|4|5|110|10|4|
Hate |0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|
days |0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|0|1|0|0|0|1|0|
s |0|0|4|0|8|1|2|0|2|0|1|0|2|4|3|0|60|0|20|40|2|0|7|3|0|8|0|8|0|1|0|0|0|19|1|0|0|0|0|0|0|0|0|5|36|0|4|100|5|103|4|5|106|11|4|
r |0|0|4|0|8|1|2|0|2|0|1|0|2|4|3|0|63|0|23|43|2|0|7|3|0|7|0|8|0|1|0|0|0|19|1|0|0|0|0|0|0|0|0|5|36|0|4|100|4|97|4|5|103|10|4|
predict |0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|
q |0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|2|0|0|2|0|0|0|0|0|3|0|0|0|0|0|0|0|3|1|0|0|0|0|0|0|0|0|0|2|0|0|10|0|10|0|0|11|0|0|
p |0|0|4|0|6|1|2|0|1|0|1|0|2|4|3|0|62|0|24|43|2|0|7|2|0|6|0|7|0|1|0|0|0|18|0|0|0|0|0|0|0|0|0|4|22|0|3|75|4|88|3|4|97|8|4|
Auckland |0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|0|0|0|0|0|0|0|0|0|0|0|
z |0|0|0|0|1|0|0|0|0|0|0|0|0|0|2|0|6|0|11|20|0|0|0|3|0|8|0|8|0|1|0|0|0|18|1|0|0|0|0|0|0|0|0|0|4|0|2|20|0|25|0|1|35|3|1|
y |0|0|4|0|6|1|2|0|2|0|1|0|2|3|3|0|42|0|21|42|2|0|6|3|0|8|0|8|0|1|0|0|0|19|1|0|0|0|0|0|0|0|0|5|36|0|4|101|5|101|4|5|107|11|4|
x |0|0|4|0|0|1|1|0|1|0|1|0|2|1|1|0|18|0|3|13|1|0|1|0|0|2|0|2|0|0|0|0|0|3|0|0|0|0|0|0|0|0|0|1|7|0|0|25|0|34|3|2|19|0|0|
YazminFaisal |0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|
drop |0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|
change |0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|
moves |0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|
KxeHgGiKNd |0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|
exception |0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|
pjCASHV |0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|
took |0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
kilda |0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|
Europe |0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
GYVxjQK |0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|
surgery |0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|
hoodcraic |0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|
Brian |0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|
Loved |0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|
LeyanDumengu |0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|
estimated |0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|
kicked |0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
